序号,帧ID,时间标识,类型,报文描述,报文内容,长度,数据(Hex),
2355,0x0C0000EA,06:17:17.171,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2356,0x0C0000EA,06:17:17.181,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2357,0x0CF00400,06:17:17.187,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x4 ) SA(0x0 ) PGN(0xF004 ) Data Field(0x33 7B 96 08 38 00 FF 8E ),8,33 7B 96 08 38 00 FF 8E ,
2358,0x0C0000EA,06:17:17.191,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2359,0x0C0000EA,06:17:17.200,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2360,0x0C0000EA,06:17:17.210,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2361,0x0C0000EA,06:17:17.220,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2362,0x0CF00300,06:17:17.226,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x3 ) SA(0x0 ) PGN(0xF003 ) Data Field(0xD0 FF 15 00 FF FF FF E1 ),8,D0 FF 15 00 FF FF FF E1 ,
2363,0x0CF00400,06:17:17.226,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x4 ) SA(0x0 ) PGN(0xF004 ) Data Field(0x53 7B 96 0C 38 00 FF 8D ),8,53 7B 96 0C 38 00 FF 8D ,
2364,0x0CF00A00,06:17:17.228,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0xA ) SA(0x0 ) PGN(0xF00A ) Data Field(0xFF FF 5C 04 FF FF FF FF ),8,FF FF 5C 04 FF FF FF FF ,
2365,0x0CF00E00,06:17:17.228,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0xE ) SA(0x0 ) PGN(0xF00E ) Data Field(0xFF FF 32 5B FF FF FF FF ),8,FF FF 32 5B FF FF FF FF ,
2366,0x0C0000EA,06:17:17.230,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2367,0x0C0000EA,06:17:17.240,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2368,0x0C0000EA,06:17:17.250,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2369,0x0C0000EA,06:17:17.260,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2370,0x0CF00300,06:17:17.264,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x3 ) SA(0x0 ) PGN(0xF003 ) Data Field(0xD0 FF 15 00 FF FF FF E1 ),8,D0 FF 15 00 FF FF FF E1 ,
2371,0x0CF00400,06:17:17.266,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x4 ) SA(0x0 ) PGN(0xF004 ) Data Field(0x03 7B 97 04 38 00 FF 8E ),8,03 7B 97 04 38 00 FF 8E ,
2372,0x0CF00A00,06:17:17.266,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0xA ) SA(0x0 ) PGN(0xF00A ) Data Field(0xFF FF 77 04 FF FF FF FF ),8,FF FF 77 04 FF FF FF FF ,
2373,0x0CF00E00,06:17:17.266,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0xE ) SA(0x0 ) PGN(0xF00E ) Data Field(0xFF FF 32 5B FF FF FF FF ),8,FF FF 32 5B FF FF FF FF ,
2374,0x0CFD9200,06:17:17.268,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xFD ) GE(0x92 ) SA(0x0 ) PGN(0xFD92 ) Data Field(0xF0 FF FF FF FF F3 FF 00 ),8,F0 FF FF FF FF F3 FF 00 ,
2375,0x18FDB200,06:17:17.268,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFD ) GE(0xB2 ) SA(0x0 ) PGN(0xFDB2 ) Data Field(0xFF FF FF FF 00 00 FF FF ),8,FF FF FF FF 00 00 FF FF ,
2376,0x18FDD000,06:17:17.268,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFD ) GE(0xD0 ) SA(0x0 ) PGN(0xFDD0 ) Data Field(0xFF FF FF FF 1D 4F 02 FF ),8,FF FF FF FF 1D 4F 02 FF ,
2377,0x1CFE9200,06:17:17.270,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x7 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0x92 ) SA(0x0 ) PGN(0xFE92 ) Data Field(0x0C FF FF FF 53 00 0F 00 ),8,0C FF FF FF 53 00 0F 00 ,
2378,0x18FE9600,06:17:17.270,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0x96 ) SA(0x0 ) PGN(0xFE96 ) Data Field(0xFF FF FF FF FF FF FF FF ),8,FF FF FF FF FF FF FF FF ,
2379,0x18FEDF00,06:17:17.270,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xDF ) SA(0x0 ) PGN(0xFEDF ) Data Field(0x8F 40 38 7D 7D FF FF F0 ),8,8F 40 38 7D 7D FF FF F0 ,
2380,0x0C0000EA,06:17:17.270,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2381,0x18FEE000,06:17:17.272,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xE0 ) SA(0x0 ) PGN(0xFEE0 ) Data Field(0x00 00 00 00 00 00 00 00 ),8,00 00 00 00 00 00 00 00 ,
2382,0x18FEEF00,06:17:17.272,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xEF ) SA(0x0 ) PGN(0xFEEF ) Data Field(0xFF FF FF 0C FF FF FF FF ),8,FF FF FF 0C FF FF FF FF ,
2383,0x18FEF000,06:17:17.272,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xF0 ) SA(0x0 ) PGN(0xFEF0 ) Data Field(0xFF 04 38 40 38 01 00 FF ),8,FF 04 38 40 38 01 00 FF ,
2384,0x18FEF100,06:17:17.274,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xF1 ) SA(0x0 ) PGN(0xFEF1 ) Data Field(0xFF 00 00 FF FF 00 0C FF ),8,FF 00 00 FF FF 00 0C FF ,
2385,0x18FEF200,06:17:17.274,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xF2 ) SA(0x0 ) PGN(0xFEF2 ) Data Field(0x6C 00 00 00 4E 2B 31 FF ),8,6C 00 00 00 4E 2B 31 FF ,
2386,0x18FEF600,06:17:17.274,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xF6 ) SA(0x0 ) PGN(0xFEF6 ) Data Field(0xFF 00 45 1D FF FF FF FF ),8,FF 00 45 1D FF FF FF FF ,
2387,0x18FEFD00,06:17:17.274,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xFD ) SA(0x0 ) PGN(0xFEFD ) Data Field(0xFF 00 00 FF FF FF FF FF ),8,FF 00 00 FF FF FF FF FF ,
2388,0x18FD0700,06:17:17.276,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFD ) GE(0x7 ) SA(0x0 ) PGN(0xFD07 ) Data Field(0x00 0F FC FF FF FF FF FF ),8,00 0F FC FF FF FF FF FF ,
2389,0x0C0000EA,06:17:17.280,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2390,0x0C0000EA,06:17:17.290,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2391,0x0C0000EA,06:17:17.300,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2392,0x0CF00300,06:17:17.306,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x3 ) SA(0x0 ) PGN(0xF003 ) Data Field(0xD0 FF 16 00 FF FF FF E1 ),8,D0 FF 16 00 FF FF FF E1 ,
2393,0x0CF00400,06:17:17.306,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x4 ) SA(0x0 ) PGN(0xF004 ) Data Field(0x13 7B 97 30 38 00 FF 8D ),8,13 7B 97 30 38 00 FF 8D ,
2394,0x0CF00A00,06:17:17.308,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0xA ) SA(0x0 ) PGN(0xF00A ) Data Field(0xFF FF 89 04 FF FF FF FF ),8,FF FF 89 04 FF FF FF FF ,
2395,0x0CF00E00,06:17:17.308,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0xE ) SA(0x0 ) PGN(0xF00E ) Data Field(0xFF FF 32 5B FF FF FF FF ),8,FF FF 32 5B FF FF FF FF ,
2396,0x0C0000EA,06:17:17.310,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2397,0x0C0000EA,06:17:17.321,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2398,0x0C0000EA,06:17:17.332,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2399,0x0C0000EA,06:17:17.342,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2400,0x0CF00300,06:17:17.346,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x3 ) SA(0x0 ) PGN(0xF003 ) Data Field(0xD0 FF 16 00 FF FF FF E1 ),8,D0 FF 16 00 FF FF FF E1 ,
2401,0x0CF00400,06:17:17.346,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x4 ) SA(0x0 ) PGN(0xF004 ) Data Field(0x13 7B 97 28 38 00 FF 8D ),8,13 7B 97 28 38 00 FF 8D ,
2402,0x0CF00A00,06:17:17.348,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0xA ) SA(0x0 ) PGN(0xF00A ) Data Field(0xFF FF 8D 04 FF FF FF FF ),8,FF FF 8D 04 FF FF FF FF ,
2403,0x1CFE9200,06:17:17.348,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x7 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0x92 ) SA(0x0 ) PGN(0xFE92 ) Data Field(0x0C FF FF FF 54 00 10 00 ),8,0C FF FF FF 54 00 10 00 ,
2404,0x18FE9600,06:17:17.348,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0x96 ) SA(0x0 ) PGN(0xFE96 ) Data Field(0xFF FF FF FF FF FF FF FF ),8,FF FF FF FF FF FF FF FF ,
2405,0x18FEE000,06:17:17.350,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xE0 ) SA(0x0 ) PGN(0xFEE0 ) Data Field(0x00 00 00 00 00 00 00 00 ),8,00 00 00 00 00 00 00 00 ,
2406,0x18FEF000,06:17:17.350,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xF0 ) SA(0x0 ) PGN(0xFEF0 ) Data Field(0xFF 28 38 40 38 01 00 FF ),8,FF 28 38 40 38 01 00 FF ,
2407,0x18FEF100,06:17:17.350,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xF1 ) SA(0x0 ) PGN(0xFEF1 ) Data Field(0xFF 00 00 FF FF 00 0C FF ),8,FF 00 00 FF FF 00 0C FF ,
2408,0x18FEF200,06:17:17.352,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xF2 ) SA(0x0 ) PGN(0xFEF2 ) Data Field(0x6E 00 00 00 02 2B 31 FF ),8,6E 00 00 00 02 2B 31 FF ,
2409,0x0C0000EA,06:17:17.352,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2410,0x0C0000EA,06:17:17.362,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2411,0x0C0000EA,06:17:17.372,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2412,0x0CF00400,06:17:17.380,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x4 ) SA(0x0 ) PGN(0xF004 ) Data Field(0x43 7C 97 FC 37 00 FF 8E ),8,43 7C 97 FC 37 00 FF 8E ,
2413,0x0CF00E00,06:17:17.380,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0xE ) SA(0x0 ) PGN(0xF00E ) Data Field(0xFF FF 32 5B FF FF FF FF ),8,FF FF 32 5B FF FF FF FF ,
2414,0x0C0000EA,06:17:17.382,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2415,0x0C0000EA,06:17:17.391,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2416,0x0C0000EA,06:17:17.401,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2417,0x0C0000EA,06:17:17.411,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2418,0x0C0000EA,06:17:17.421,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2419,0x0CF00300,06:17:17.427,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x3 ) SA(0x0 ) PGN(0xF003 ) Data Field(0xD0 FF 16 00 FF FF FF E1 ),8,D0 FF 16 00 FF FF FF E1 ,
2420,0x0CF00400,06:17:17.427,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x4 ) SA(0x0 ) PGN(0xF004 ) Data Field(0x03 7C 98 08 38 00 FF 8E ),8,03 7C 98 08 38 00 FF 8E ,
2421,0x0CF00A00,06:17:17.427,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0xA ) SA(0x0 ) PGN(0xF00A ) Data Field(0xFF FF 89 04 FF FF FF FF ),8,FF FF 89 04 FF FF FF FF ,
2422,0x0CF00E00,06:17:17.427,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0xE ) SA(0x0 ) PGN(0xF00E ) Data Field(0xFF FF 32 5B FF FF FF FF ),8,FF FF 32 5B FF FF FF FF ,
2423,0x0C0000EA,06:17:17.431,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2424,0x0C0000EA,06:17:17.441,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2425,0x0C0000EA,06:17:17.451,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2426,0x0C0000EA,06:17:17.462,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2427,0x0CF00300,06:17:17.466,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x3 ) SA(0x0 ) PGN(0xF003 ) Data Field(0xD0 FF 16 00 FF FF FF E1 ),8,D0 FF 16 00 FF FF FF E1 ,
2428,0x0CF00400,06:17:17.468,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x4 ) SA(0x0 ) PGN(0xF004 ) Data Field(0x73 7B 97 1C 38 00 FF 8E ),8,73 7B 97 1C 38 00 FF 8E ,
2429,0x0CF00A00,06:17:17.468,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0xA ) SA(0x0 ) PGN(0xF00A ) Data Field(0xFF FF 80 04 FF FF FF FF ),8,FF FF 80 04 FF FF FF FF ,
2430,0x0CF00E00,06:17:17.468,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0xE ) SA(0x0 ) PGN(0xF00E ) Data Field(0xFF FF 32 5B FF FF FF FF ),8,FF FF 32 5B FF FF FF FF ,
2431,0x1CFE9200,06:17:17.468,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x7 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0x92 ) SA(0x0 ) PGN(0xFE92 ) Data Field(0x0C FF FF FF 56 00 11 00 ),8,0C FF FF FF 56 00 11 00 ,
2432,0x18FE9600,06:17:17.470,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0x96 ) SA(0x0 ) PGN(0xFE96 ) Data Field(0xFF FF FF FF FF FF FF FF ),8,FF FF FF FF FF FF FF FF ,
2433,0x18FEE000,06:17:17.470,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xE0 ) SA(0x0 ) PGN(0xFEE0 ) Data Field(0x00 00 00 00 00 00 00 00 ),8,00 00 00 00 00 00 00 00 ,
2434,0x18FEF000,06:17:17.470,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xF0 ) SA(0x0 ) PGN(0xFEF0 ) Data Field(0xFF 1C 38 40 38 01 00 FF ),8,FF 1C 38 40 38 01 00 FF ,
2435,0x18FEF100,06:17:17.472,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xF1 ) SA(0x0 ) PGN(0xFEF1 ) Data Field(0xFF 00 00 FF FF 00 0C FF ),8,FF 00 00 FF FF 00 0C FF ,
2436,0x0C0000EA,06:17:17.472,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2437,0x18FEF200,06:17:17.472,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x6 ) R(0x0 ) DP(0x0 ) PF(0xFE ) GE(0xF2 ) SA(0x0 ) PGN(0xFEF2 ) Data Field(0x70 00 00 00 91 2A 2E FF ),8,70 00 00 00 91 2A 2E FF ,
2438,0x0C0000EA,06:17:17.482,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2439,0x0C0000EA,06:17:17.492,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2440,0x0C0000EA,06:17:17.502,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2441,0x0CF00300,06:17:17.507,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x3 ) SA(0x0 ) PGN(0xF003 ) Data Field(0xD0 FF 16 00 FF FF FF E1 ),8,D0 FF 16 00 FF FF FF E1 ,
2442,0x0C0000EA,06:17:17.511,接收  CAN    扩展帧  数据帧,PDU1,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0x0 ) DA(0x0 ) SA(0xEA ) PGN(0x0 ) Data Field(0x97 40 38 FF 17 00 00 00 ),8,97 40 38 FF 17 00 00 00 ,
2443,0x0CF00400,06:17:17.511,接收  CAN    扩展帧  数据帧,PDU2,Priority(0x3 ) R(0x0 ) DP(0x0 ) PF(0xF0 ) GE(0x4 ) SA(0x0 ) PGN(0xF004 ) Data Field(0x23 7B 97 14 38 00 FF 8E ),8,23 7B 97 14 38 00 FF 8E ,
